node_id,cycle_participation,chain_length_mean,revisit_hist_0,revisit_hist_1,revisit_hist_2,revisit_hist_3,revisit_hist_4,revisit_hist_5,revisit_hist_6,revisit_hist_7,revisit_hist_8,walk_valid_mask
0,0.046875,8.65625,0.734375,0.203125,0.046875,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
1,0.046875,8.78125,0.796875,0.1875,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.03125,8.6875,0.703125,0.28125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0.03125,8.640625,0.703125,0.234375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.0,8.71875,0.75,0.21875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,0.015625,8.71875,0.75,0.234375,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
6,0.046875,8.359375,0.625,0.1875,0.125,0.046875,0.015625,0.0,0.0,0.0,0.0,1.0
7,0.015625,8.796875,0.84375,0.109375,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,0.09375,8.625,0.703125,0.25,0.015625,0.03125,0.0,0.0,0.0,0.0,0.0,1.0
9,0.046875,8.625,0.65625,0.3125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,0.0,8.875,0.90625,0.0625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,0.015625,8.75,0.78125,0.1875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,0.015625,8.828125,0.84375,0.140625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,0.046875,8.75,0.765625,0.21875,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,0.078125,8.578125,0.71875,0.1875,0.046875,0.046875,0.0,0.0,0.0,0.0,0.0,1.0
16,0.03125,8.8125,0.84375,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,0.046875,8.75,0.796875,0.15625,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,0.0,8.78125,0.78125,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,0.0,8.765625,0.8125,0.140625,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,0.8125,5.046875,0.09375,0.078125,0.0625,0.046875,0.015625,0.671875,0.03125,0.0,0.0,1.0
21,0.0,8.875,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,0.0625,8.75,0.765625,0.21875,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,0.046875,8.78125,0.78125,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,0.015625,8.6875,0.71875,0.25,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,0.0625,8.625,0.671875,0.28125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,0.0,8.84375,0.859375,0.125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,0.015625,8.71875,0.75,0.21875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,0.078125,8.671875,0.765625,0.15625,0.0625,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
30,0.0625,8.75,0.796875,0.171875,0.015625,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
31,0.0,8.8125,0.828125,0.15625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,0.046875,8.71875,0.734375,0.25,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,0.15625,8.40625,0.5625,0.3125,0.109375,0.0,0.015625,0.0,0.0,0.0,0.0,1.0
34,0.046875,8.671875,0.703125,0.265625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,0.0,8.8125,0.84375,0.140625,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
36,0.09375,8.5625,0.6875,0.203125,0.09375,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
37,0.015625,8.765625,0.78125,0.203125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,0.0,8.671875,0.71875,0.234375,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,0.015625,8.75,0.78125,0.1875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,0.015625,8.828125,0.828125,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,0.0,8.875,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,0.0,8.828125,0.84375,0.140625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,0.046875,8.640625,0.671875,0.296875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,0.046875,8.671875,0.71875,0.234375,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,0.078125,8.359375,0.5,0.390625,0.078125,0.03125,0.0,0.0,0.0,0.0,0.0,1.0
47,0.046875,8.703125,0.734375,0.234375,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,0.046875,8.625,0.71875,0.1875,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,0.03125,8.703125,0.734375,0.25,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
50,0.046875,8.625,0.671875,0.28125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,0.03125,8.609375,0.6875,0.25,0.046875,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
52,0.046875,8.765625,0.796875,0.171875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,0.015625,8.6875,0.765625,0.15625,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,0.046875,8.671875,0.71875,0.234375,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,0.03125,8.78125,0.796875,0.1875,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,0.09375,8.46875,0.640625,0.203125,0.140625,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
57,0.015625,8.703125,0.75,0.21875,0.015625,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
58,0.0,8.78125,0.84375,0.109375,0.03125,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
59,0.078125,8.609375,0.625,0.359375,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,0.03125,8.625,0.6875,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61,0.03125,8.765625,0.78125,0.203125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,0.03125,8.578125,0.6875,0.21875,0.078125,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
63,0.0625,8.703125,0.78125,0.15625,0.046875,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
64,0.0625,8.625,0.703125,0.234375,0.046875,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
65,0.109375,8.5,0.703125,0.140625,0.125,0.015625,0.015625,0.0,0.0,0.0,0.0,1.0
66,0.078125,8.65625,0.71875,0.21875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67,0.28125,7.96875,0.421875,0.328125,0.125,0.0625,0.046875,0.015625,0.0,0.0,0.0,1.0
68,0.0625,8.671875,0.6875,0.296875,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,0.046875,8.765625,0.828125,0.109375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,0.484375,7.625,0.375,0.21875,0.1875,0.125,0.0625,0.03125,0.0,0.0,0.0,1.0
71,0.015625,8.75,0.765625,0.21875,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,0.03125,8.65625,0.6875,0.296875,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
73,0.15625,8.5625,0.640625,0.28125,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,0.125,8.3125,0.515625,0.375,0.03125,0.0625,0.015625,0.0,0.0,0.0,0.0,1.0
75,0.0625,8.71875,0.734375,0.25,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76,0.046875,8.734375,0.75,0.234375,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,0.015625,8.75,0.78125,0.1875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78,0.03125,8.8125,0.8125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,0.015625,8.8125,0.828125,0.15625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,0.0,8.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81,0.078125,8.71875,0.75,0.21875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82,0.078125,8.765625,0.796875,0.171875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,0.234375,8.4375,0.609375,0.234375,0.140625,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
84,0.0625,8.5625,0.640625,0.28125,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,0.046875,8.734375,0.734375,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,0.09375,8.546875,0.609375,0.328125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,0.0,8.765625,0.78125,0.203125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,0.0,8.84375,0.859375,0.125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,0.0,8.890625,0.890625,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,0.015625,8.734375,0.765625,0.203125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,0.046875,8.65625,0.734375,0.21875,0.03125,0.0,0.015625,0.0,0.0,0.0,0.0,1.0
92,0.109375,8.5,0.59375,0.34375,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,1.0
93,0.03125,8.9375,0.9375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,0.015625,8.828125,0.859375,0.109375,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,0.0,8.859375,0.859375,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,0.015625,8.84375,0.84375,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,0.0,8.84375,0.859375,0.125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,0.015625,8.734375,0.78125,0.1875,0.015625,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
100,0.0,8.765625,0.78125,0.203125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,0.046875,8.796875,0.8125,0.171875,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102,0.0625,8.453125,0.5625,0.34375,0.078125,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
103,0.109375,8.515625,0.625,0.265625,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,0.03125,8.703125,0.75,0.203125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,0.375,8.09375,0.4375,0.34375,0.109375,0.09375,0.015625,0.0,0.0,0.0,0.0,1.0
106,0.03125,8.703125,0.75,0.203125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107,0.0,8.8125,0.8125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108,0.046875,8.78125,0.8125,0.15625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109,0.0,8.921875,0.921875,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,0.015625,8.640625,0.71875,0.21875,0.046875,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
111,0.953125,3.484375,0.0,0.0,0.0,0.0,0.0,0.5,0.484375,0.015625,0.0,1.0
112,0.09375,8.484375,0.609375,0.265625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,0.03125,8.6875,0.765625,0.171875,0.046875,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
114,0.0,8.859375,0.875,0.109375,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,0.0,8.890625,0.890625,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116,0.015625,8.78125,0.8125,0.15625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
117,0.140625,8.453125,0.671875,0.171875,0.109375,0.03125,0.015625,0.0,0.0,0.0,0.0,1.0
118,0.0,8.828125,0.828125,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,0.125,8.625,0.6875,0.265625,0.03125,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
120,0.15625,8.5,0.609375,0.296875,0.078125,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
121,0.015625,8.609375,0.65625,0.3125,0.015625,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
122,0.015625,8.765625,0.78125,0.203125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
123,0.03125,8.640625,0.671875,0.296875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124,0.0625,8.6875,0.734375,0.21875,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125,0.03125,8.78125,0.78125,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126,0.09375,8.625,0.734375,0.1875,0.0625,0.0,0.015625,0.0,0.0,0.0,0.0,1.0
127,0.0625,8.828125,0.84375,0.140625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128,0.0,8.859375,0.859375,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
129,0.109375,8.671875,0.734375,0.21875,0.03125,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
130,0.0,8.875,0.890625,0.09375,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
131,0.015625,8.78125,0.796875,0.1875,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,0.015625,8.65625,0.765625,0.15625,0.046875,0.03125,0.0,0.0,0.0,0.0,0.0,1.0
133,0.0625,8.609375,0.703125,0.21875,0.0625,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
134,0.03125,8.46875,0.578125,0.3125,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,0.171875,8.359375,0.484375,0.40625,0.09375,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
136,0.015625,8.609375,0.703125,0.21875,0.0625,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
137,0.0,8.890625,0.90625,0.078125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
138,0.09375,8.453125,0.578125,0.3125,0.09375,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
139,0.015625,8.734375,0.765625,0.203125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,0.0,8.890625,0.90625,0.078125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,0.046875,8.640625,0.671875,0.296875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142,0.015625,8.640625,0.703125,0.234375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
144,0.046875,8.765625,0.78125,0.203125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
145,0.015625,8.734375,0.765625,0.203125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,0.078125,8.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
147,0.109375,8.75,0.8125,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,0.09375,8.65625,0.703125,0.25,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,0.03125,8.71875,0.78125,0.171875,0.03125,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
150,0.046875,8.703125,0.765625,0.1875,0.03125,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
151,0.09375,8.53125,0.65625,0.234375,0.09375,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
152,0.0,8.78125,0.78125,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153,0.046875,8.828125,0.828125,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,0.0625,8.453125,0.609375,0.25,0.125,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
155,0.015625,8.71875,0.734375,0.25,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156,0.03125,8.828125,0.84375,0.140625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157,0.046875,8.703125,0.78125,0.15625,0.046875,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
158,0.0625,8.71875,0.75,0.21875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,0.0625,8.390625,0.5625,0.3125,0.078125,0.046875,0.0,0.0,0.0,0.0,0.0,1.0
160,0.09375,8.484375,0.609375,0.28125,0.09375,0.015625,0.0,0.0,0.0,0.0,0.0,1.0
161,0.03125,8.8125,0.8125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,0.109375,8.453125,0.53125,0.390625,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
163,0.0,8.90625,0.90625,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164,0.03125,8.640625,0.703125,0.234375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165,0.421875,7.71875,0.34375,0.25,0.25,0.109375,0.03125,0.015625,0.0,0.0,0.0,1.0
166,0.015625,8.90625,0.90625,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
167,0.09375,8.546875,0.65625,0.234375,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168,0.171875,8.59375,0.6875,0.265625,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,1.0
169,0.0625,8.578125,0.625,0.328125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
